29/10/2022,Invert8,638,58,40,1.43,0.48
29/10/2022,TakeOut8,77,58,40,0.43,0.11
29/10/2022,PusherArm8,66,49,38,0.03,0.0
29/10/2022,Pusher Finger8,67,49,38,0.03,0.01
29/10/2022,Invert9,638,41,44,1.72,0.55
29/10/2022,TakeOut9,71,53,49,0.36,0.4
29/10/2022,PusherArm9,62,58,45,0.10,0.01
29/10/2022,Pusher Finger9,52,45,48,0.03,0.49
29/10/2022,Invert10,60,50,45,1.54,07
29/10/2022,TakeOut10,62,50,48,0.53,0.48
29/10/2022,PusherArm10,49,42,43,0.02,0.36
29/10/2022,Pusher Finger10,45,42,43,0.05,0.36
29/10/2022,Machine Conveyor,29/10/2022,Ware Transfer,29/10/2022,Cross Conveyor,29/10/2022,Tube Rotation,80,47,37,0.12,0.01
29/10/2022,Tube Height,91,44,45,0.18,0.16
29/10/2022,Feeder Plunger,67,44,39,0.06,0.01
29/10/2022,Shear,65,45,39,2.20,0.43
29/10/2022,Gob,74,44,36,0.43,0.02
29/10/2022,Invert1,59,56,50,1.28,0.69
29/10/2022,TakeOut1,60,49,49,0.36,0.51
29/10/2022,PusherArm1,7,45,48,0.03,0.29
29/10/2022,Pusher Finger1,31,44,48,0.07,0.25
29/10/2022,Invert2,64,56,49,1.65,0.77
29/10/2022,TakeOut2,61,54,49,0.39,0.54
29/10/2022,PusherArm2,56,46,57,0.03,0.3
29/10/2022,Pusher Finger2,59,44,48,0.03,0.25
29/10/2022,Invert3,61,49,47,1.50,0.72
29/10/2022,TakeOut3,93,53,41,0.44,0.1
29/10/2022,PusherArm3,65,44,44,0.01,0.28
29/10/2022,Pusher Finger3,79,41,43,0.04,0.37
29/10/2022,Invert4,71,45,44,3.82,0.86
29/10/2022,TakeOut4,78,49,45,0.38,0.39
29/10/2022,PusherArm4,60,42,43,0.03,0.26
29/10/2022,Pusher Finger4,7,40,42,0.04,0.36
29/10/2022,Invert5,62,49,49,1.38,0.65
29/10/2022,TakeOut5,73,50,47,0.37,0.54
29/10/2022,PusherArm5,58,44,45,0.03,0.18
29/10/2022,Pusher Finger5,55,42,43,0.06,0.25
29/10/2022,Invert6,64,44,43,1.52,0.0
29/10/2022,TakeOut6,61,49,44,0.43,0.48
29/10/2022,PusherArm6,56,42,42,0.02,0.35
29/10/2022,Pusher Finger6,64,51,36,0.06,0.0
29/10/2022,Invert7,64,52,44,1.55,0.91
29/10/2022,TakeOut7,76,50,46,0.40,0.43
29/10/2022,PusherArm7,7,47,47,0.08,0.4
29/10/2022,Pusher Finger7,7,45,47,0.02,0.26
29/10/2022,Invert8,72,56,39,1.45,0.49
29/10/2022,TakeOut8,83,58,40,0.42,0.1
29/10/2022,PusherArm8,73,49,38,0.03,0.0
29/10/2022,Pusher Finger8,73,49,37,0.03,0.01
29/10/2022,Invert9,72,50,40,1.72,0.55
29/10/2022,TakeOut9,76,45,39,0.37,0.36
29/10/2022,PusherArm9,65,47,30,0.12,0.01
29/10/2022,Pusher Finger9,55,33,31,0.04,0.49
29/10/2022,Invert10,64,55,46,1.54,07
29/10/2022,TakeOut10,69,47,39,0.49,0.45
29/10/2022,PusherArm10,33,33,30,0.01,0.31
29/10/2022,Pusher Finger10,50,33,30,0.05,0.32
29/10/2022,Machine Conveyor,29/10/2022,Ware Transfer,29/10/2022,Cross Conveyor,30/10/2022,Tube Rotation,80,45,34,0.13,0.01
30/10/2022,Tube Height,90,40,42,0.02,0.16
30/10/2022,Feeder Plunger,66,42,37,0.06,0.01
30/10/2022,Shear,64,42,38,2.20,0.42
30/10/2022,Gob,76,42,32,0.44,0.02
30/10/2022,Invert1,58,53,46,1.43,0.75
30/10/2022,TakeOut1,78,46,46,0.40,0.53
30/10/2022,PusherArm1,62,43,44,0.03,0.3
30/10/2022,Pusher Finger1,56,41,44,0.05,0.25
30/10/2022,Invert2,63,55,48,1.63,0.78
30/10/2022,TakeOut2,77,52,48,0.39,0.54
30/10/2022,PusherArm2,55,44,55,0.03,0.3
30/10/2022,Pusher Finger2,59,42,45,0.03,0.25
30/10/2022,Invert3,61,45,44,1.48,0.71
30/10/2022,TakeOut3,91,56,39,0.45,0.09
30/10/2022,PusherArm3,61,42,41,0.01,0.27
30/10/2022,Pusher Finger3,74,37,40,0.03,0.37
30/10/2022,Invert4,71,47,41,448,0.89
30/10/2022,TakeOut4,77,47,42,0.40,0.39
30/10/2022,PusherArm4,59,41,40,0.03,0.27
30/10/2022,Pusher Finger4,56,37,39,0.03,0.36
30/10/2022,Invert5,61,45,45,1.43,0.64
30/10/2022,TakeOut5,73,46,43,0.40,0.53
30/10/2022,PusherArm5,55,40,41,0.03,0.17
30/10/2022,Pusher Finger5,53,37,40,0.06,0.25
30/10/2022,Invert6,63,41,40,1.52,0.0
30/10/2022,TakeOut6,60,46,41,0.43,0.47
30/10/2022,PusherArm6,55,37,39,0.02,0.35
30/10/2022,Pusher Finger6,63,47,33,0.06,0.0
30/10/2022,Invert7,64,52,45,1.55,0.92
30/10/2022,TakeOut7,77,47,45,0.40,0.44
30/10/2022,PusherArm7,56,44,45,0.08,0.38
30/10/2022,Pusher Finger7,55,46,45,0.03,0.26
30/10/2022,Invert8,71,52,40,1.45,0.48
30/10/2022,TakeOut8,62,42,41,0.43,0.11
30/10/2022,PusherArm8,70,50,39,0.03,0.0
30/10/2022,Pusher Finger8,70,47,39,0.03,0.01
30/10/2022,Invert9,70,58,41,1.72,0.53
30/10/2022,TakeOut9,75,46,42,0.37,0.34
30/10/2022,PusherArm9,64,49,31,0.11,0.01
30/10/2022,Pusher Finger9,53,33,32,0.04,0.49
30/10/2022,Invert10,63,52,43,1.60,0.71
30/10/2022,TakeOut10,69,50,40,0.53,0.46
30/10/2022,PusherArm10,52,36,33,0.01,0.3
30/10/2022,Pusher Finger10,49,40,35,0.05,0.34
30/10/2022,Machine Conveyor,30/10/2022,Ware Transfer,30/10/2022,Cross Conveyor,30/10/2022,Tube Rotation,76,47,37,0.13,0.01
30/10/2022,Tube Height,64,40,44,0.00,0.15
30/10/2022,Feeder Plunger,64,42,38,0.05,0.01
30/10/2022,Shear,63,56,39,2.20,0.42
30/10/2022,Gob,74,44,36,0.45,0.02
30/10/2022,Invert1,7,56,51,1.43,0.76
30/10/2022,TakeOut1,76,50,49,0.40,0.55
30/10/2022,PusherArm1,56,45,47,0.03,0.3
30/10/2022,Pusher Finger1,31,43,48,0.05,0.25
30/10/2022,Invert2,62,55,48,1.63,0.78
30/10/2022,TakeOut2,77,53,49,0.39,0.55
30/10/2022,PusherArm2,52,45,56,0.03,0.31
30/10/2022,Pusher Finger2,56,43,46,0.03,0.25
30/10/2022,Invert3,59,50,47,1.45,0.73
30/10/2022,TakeOut3,89,59,41,0.45,0.1
30/10/2022,PusherArm3,62,42,43,0.01,0.28
30/10/2022,Pusher Finger3,74,40,41,0.03,0.36
30/10/2022,Invert4,69,58,43,444,0.89
30/10/2022,TakeOut4,75,46,44,0.38,0.39
30/10/2022,PusherArm4,56,40,42,0.03,0.26
30/10/2022,Pusher Finger4,53,37,40,0.03,0.36
30/10/2022,Invert5,59,49,48,1.43,0.65
30/10/2022,TakeOut5,71,51,47,0.40,0.55
30/10/2022,PusherArm5,54,44,45,0.04,0.18
30/10/2022,Pusher Finger5,52,42,43,0.06,0.25
30/10/2022,Invert6,61,45,44,1.52,0.0
30/10/2022,TakeOut6,76,50,45,0.43,0.48
30/10/2022,PusherArm6,54,42,43,0.02,0.36
30/10/2022,Pusher Finger6,61,52,37,0.07,0.0
30/10/2022,Invert7,62,53,47,1.56,0.95
30/10/2022,TakeOut7,71,51,48,0.40,0.44
30/10/2022,PusherArm7,55,47,47,0.08,0.39
30/10/2022,Pusher Finger7,53,46,47,0.02,0.26
30/10/2022,Invert8,70,46,41,1.43,0.48
30/10/2022,TakeOut8,77,56,42,0.43,0.11
30/10/2022,PusherArm8,68,52,42,0.03,0.0
30/10/2022,Pusher Finger8,67,51,41,0.03,0.01
30/10/2022,Invert9,69,58,42,1.61,0.5
30/10/2022,TakeOut9,71,47,43,0.34,0.36
30/10/2022,PusherArm9,62,52,35,0.10,0.01
30/10/2022,Pusher Finger9,31,35,35,0.04,0.49
30/10/2022,Invert10,63,52,45,1.53,0.68
30/10/2022,TakeOut10,66,52,45,0.50,0.45
30/10/2022,PusherArm10,49,41,37,0.02,0.33
30/10/2022,Pusher Finger10,46,41,39,0.05,0.36
30/10/2022,Machine Conveyor,30/10/2022,Ware Transfer,30/10/2022,Cross Conveyor,30/10/2022,Tube Rotation,79,51,41,0.13,0.01
30/10/2022,Tube Height,65,42,47,0.00,0.14
30/10/2022,Feeder Plunger,67,45,42,0.05,0.01
30/10/2022,Shear,67,41,41,2.20,0.41
30/10/2022,Gob,73,45,38,0.40,0.02
30/10/2022,Invert1,60,43,48,1.43,0.75
30/10/2022,TakeOut1,61,52,51,0.40,0.55
30/10/2022,PusherArm1,60,47,50,0.03,0.3
30/10/2022,Pusher Finger1,56,46,50,0.04,0.25
30/10/2022,Invert2,64,42,51,1.63,0.76
30/10/2022,TakeOut2,62,56,52,0.39,0.56
30/10/2022,PusherArm2,7,49,59,0.02,0.32
30/10/2022,Pusher Finger2,61,45,49,0.03,0.25
30/10/2022,Invert3,62,52,49,1.51,0.74
30/10/2022,TakeOut3,94,55,43,0.44,0.09
30/10/2022,PusherArm3,65,45,46,0.01,0.28
30/10/2022,Pusher Finger3,78,42,44,0.03,0.37
30/10/2022,Invert4,72,51,47,4.50,0.9
30/10/2022,TakeOut4,60,50,47,0.40,0.39
30/10/2022,PusherArm4,61,43,45,0.03,0.27
30/10/2022,Pusher Finger4,7,41,44,0.03,0.37
30/10/2022,Invert5,62,52,52,1.43,0.64
30/10/2022,TakeOut5,76,54,50,0.40,0.54
30/10/2022,PusherArm5,59,47,48,0.04,0.18
30/10/2022,Pusher Finger5,56,45,46,0.06,0.25
30/10/2022,Invert6,64,48,48,1.52,0.0
30/10/2022,TakeOut6,62,53,49,0.43,0.5
30/10/2022,PusherArm6,7,45,47,0.02,0.37
30/10/2022,Pusher Finger6,66,54,41,0.06,0.0
30/10/2022,Invert7,65,55,50,1.56,0.95
30/10/2022,TakeOut7,77,53,51,0.40,0.44
30/10/2022,PusherArm7,59,50,50,0.07,0.39
30/10/2022,Pusher Finger7,58,47,50,0.02,0.26
30/10/2022,Invert8,73,47,44,1.42,0.47
30/10/2022,TakeOut8,64,50,44,0.42,0.1
30/10/2022,PusherArm8,73,54,45,0.03,0.0
30/10/2022,Pusher Finger8,72,53,44,0.03,0.01
30/10/2022,Invert9,72,55,44,1.71,0.53
30/10/2022,TakeOut9,76,51,47,0.37,0.38
30/10/2022,PusherArm9,66,55,38,0.11,0.01
30/10/2022,Pusher Finger9,55,37,38,0.04,0.49
30/10/2022,Invert10,64,59,49,1.60,0.73
30/10/2022,TakeOut10,69,55,49,0.52,0.47
